100000 100000
1 40119 32370
1 28532 28629
2 76405 19605
0 13689 65700
0 6423 72165
2 65322 23200
1 59638 97866
0 38347 66935
2 59411 91196
2 23916 92626
0 73950 96460
2 83663 26216
1 6461 24043
0 73772 30590
1 38646 74207
1 66173 24141
2 73276 91053
1 36526 21116
1 95386 68097
2 36468 23471
0 58756 77688
1 50206 69199
1 73174 8503
0 79676 55720
1 17904 28390
0 70565 16310
0 66146 62179
0 59044 73220
0 34318 71864
0 42667 62382
0 53964 51868
0 71115 60217
0 6575 49840
2 55853 10564
0 73078 79298
2 16392 59742
1 15809 61909
1 28284 32756
0 98778 82168
1 2427 12469
2 96179 38365
0 51413 81764
0 36888 41508
0 40038 53862
1 72220 5208
1 32748 76873
1 66757 33252
1 46807 47116
2 82116 23788
2 22079 22394
2 62076 7549
2 96021 41875
2 85825 18672
0 91106 18532
2 2166 84904
0 69028 36109
2 549 77426
0 21978 6493
1 5598 94649
1 85849 89116
0 62665 27426
1 88553 30704
2 30381 44724
0 73371 5209
1 94151 21001
1 14808 47872
1 34015 79939
1 54376 76076
0 31578 47316
2 89873 17775
0 58419 11705
2 5026 50380
1 38932 56095
1 13315 5537
0 29294 79533
0 94668 87322
2 19876 72282
0 79084 44196
1 82312 16454
1 3226 22094
0 26300 91321
1 97328 80808
2 91706 88377
1 51964 57939
1 88173 8520
0 9122 74131
2 11605 27983
1 71195 5210
1 29832 28158
2 80268 94340
1 48149 6741
0 98886 92876
0 1332 93072
1 5209 17132
1 17660 63370
1 50327 11240
2 36238 96803
1 10477 5598
1 42021 69850
2 41672 3843
0 71320 65090
1 45761 89823
1 16767 35001
2 28887 36324
2 27060 84805
2 41398 96408
2 22861 11037
1 89886 45228
2 42961 93607
1 32532 89016
1 70186 64793
2 80240 24874
1 51660 98583
2 57205 78141
2 83114 24103
0 93404 70184
1 64008 98322
0 84917 33086
0 53724 90632
0 32298 94330
1 39685 33959
2 1670 61926
1 53723 29410
0 94169 29268
2 23623 2142
2 7651 93397
2 39641 80214
2 16685 67141
2 63051 55274
0 14057 7126
1 47462 53960
0 68716 85270
1 83471 83228
2 76345 55347
0 71815 39310
1 84384 5497
0 7196 19702
0 19014 3441
1 29534 1344
2 30579 70925
2 38477 3677
0 47223 65936
0 7832 16557
0 44204 8001
1 45266 49750
2 30451 17992
1 13870 53298
0 95415 41202
2 3185 19152
0 36364 14500
0 19184 6454
2 66886 51947
1 60291 52868
1 54582 18263
2 84794 80032
1 80123 68244
0 50086 68101
1 45903 79815
0 21747 15983
1 47449 84767
2 25224 58942
0 34811 55854
1 68271 24112
0 61953 32411
1 542 21991
1 45707 37130
0 7514 31976
2 11436 17722
1 7881 46553
0 34884 86317
0 82237 99162
2 77554 16093
0 95371 52480
2 26006 89531
0 65494 3663
1 76698 35504
2 51407 23344
2 4018 14684
2 48142 44489
1 75498 44536
2 25696 87187
2 45978 95910
2 82543 77917
0 71663 73871
0 31082 24430
1 84830 89963
0 43509 57898
0 50889 10850
1 42412 92518
0 18166 46913
0 20316 66757
2 82996 96174
1 28556 24011
1 99552 88778
2 86393 51324
0 885 28975
2 90281 72924
2 33212 8705
1 47384 20989
1 39551 49894
1 58313 21984
1 65934 49297
2 93916 48713
2 61594 1379
2 63983 67836
1 45500 19572
1 68591 33136
0 9160 78355
2 4096 54153
1 28173 77354
0 49598 85099
2 8711 45745
1 45723 82212
2 42586 99612
1 84272 15843
1 66687 88976
2 71811 92711
1 90377 60336
2 59078 6674
1 52115 84253
0 62464 29135
0 8460 58145
0 55657 46214
1 31439 74802
2 74600 38942
0 11598 26770
2 65148 93785
2 88790 31811
2 7372 43392
0 85142 36720
2 93667 48136
2 325 82830
1 78250 243
2 51314 75903
0 11010 59318
1 69418 9683
2 19384 87454
0 49391 39518
2 6362 18883
0 74966 95324
2 83295 84060
1 88798 96027
2 73310 35258
0 97745 46701
1 76810 96010
1 29535 34141
1 57562 67243
0 29804 44620
2 63104 38186
1 90444 81270
0 33014 85787
1 92661 42962
1 5299 66345
0 34880 73299
1 4459 22105
2 16650 76804
0 58321 56604
1 80259 67392
2 99022 32604
2 55038 76618
0 89989 14247
0 14227 14514
2 8360 65266
0 11255 34702
1 56241 66889
2 16255 1884
1 37249 20048
2 26456 41264
1 67782 5588
1 91683 31271
2 14260 25699
1 98851 59378
1 55998 44877
1 59745 6064
2 49249 10503
0 1165 95363
0 3485 40063
1 47917 1256
1 40031 97745
0 86908 94653
0 25743 28244
0 43599 79761
0 84566 78293
0 75532 56220
0 5680 57116
2 19199 219
2 7921 36044
0 43774 53594
2 7950 17281
2 83389 46296
1 49675 55582
0 40097 1547
0 25686 56361
0 73326 92489
2 24008 12289
1 43252 89792
0 23203 28835
2 966 73300
0 51845 79189
0 18482 69378
0 66334 92871
1 4909 15958
2 20102 67222
0 89372 58743
2 33012 18502
1 62203 68200
2 54820 63501
0 13625 92364
2 67660 15204
0 94795 64044
0 19415 19093
2 15840 5979
2 87799 55023
2 39089 29935
1 85215 45018
0 21526 55097
0 22236 32992
0 90798 95358
1 22495 26412
1 8460 34741
1 32535 58429
0 87057 15297
2 71186 33828
0 47140 25076
2 95555 22892
1 62235 60472
2 6651 5216
1 47970 87434
2 77733 56705
2 41344 81620
1 92388 80792
1 35716 61457
2 80459 55452
1 33254 3180
1 68262 4465
1 12232 47302
2 96592 57512
0 32270 46745
1 94271 74429
0 19710 85805
1 16185 97675
1 77019 62996
1 76608 74480
2 66810 65846
1 74698 68355
0 33844 1336
2 75637 25454
2 63985 80706
0 75765 26588
2 29488 67434
1 70152 22023
2 13021 94094
1 11541 45451
2 20558 86102
1 59736 71033
2 13914 53751
0 67682 41726
0 35638 86346
0 81030 7224
0 81311 84617
0 76716 80474
1 90970 64496
0 96548 23493
0 93223 96432
1 76094 82445
1 83626 30497
1 43417 53811
0 13500 68981
2 94205 84010
0 21394 17907
1 25440 81232
1 95730 16420
1 48485 74844
2 95842 97989
0 22530 59009
0 51844 15308
2 37326 72149
2 84405 21165
2 84932 45920
1 51260 7355
1 40669 11621
2 63113 18867
2 91053 87525
0 83670 87617
2 72320 78243
2 70682 39695
1 79325 89885
1 7667 55134
0 32465 39750
0 1129 17728
0 46345 9386
1 26459 54040
2 92201 6818
2 50279 14503
0 98463 70185
0 4395 3152
0 57707 85794
1 75196 18304
0 27668 54494
1 7292 20419
1 46447 55255
2 7394 45088
2 65597 62632
0 22055 19394
0 62002 499
0 64798 15748
0 71745 39162
1 51436 12710
1 73748 68448
0 14424 17871
2 91748 40452
2 84849 36379
0 34905 49082
2 36802 73692
2 87516 80181
2 85473 13350
0 36653 64886
1 54931 84157
0 78167 55471
2 46663 17094
0 10997 62131
2 7259 79463
1 90535 31297
0 69011 20277
2 85543 38941
2 125 85934
2 15455 59132
0 66467 96943
2 58535 86936
1 45899 62622
2 69335 70837
2 38978 68834
1 50004 10067
1 20880 77690
0 49110 1294
0 41537 18664
0 6680 77440
1 27093 22459
2 21981 21700
2 81238 5126
0 7530 75887
2 58174 20329
0 50731 97654
1 48447 13200
0 55514 64627
0 35884 76444
0 90823 48513
2 83372 37591
0 88392 16957
0 55208 82926
0 60047 99513
0 7719 54112
1 8965 74924
1 12299 57609
1 57427 27442
1 50095 42703
0 9084 52100
1 41830 70644
2 23387 64492
0 84745 46091
2 99823 19648
2 44849 92483
0 52962 69295
2 47566 48255
0 18874 35475
1 55309 21371
2 10643 39309
2 23364 87931
2 53672 27633
2 39810 50228
0 91836 10195
2 65774 97723
0 3721 48507
2 80793 54922
2 65984 76104
0 93418 16342
2 6711 75700
2 72991 61327
0 72593 13409
2 72509 54455
2 57374 57963
2 30611 74899
2 25753 49647
2 37237 20146
0 82775 9056
0 32484 33037
2 47992 97389
1 67320 47605
0 95345 82514
1 4303 17572
0 74573 69414
0 23296 48196
1 82807 5823
0 39352 40777
2 78741 32789
0 76488 34170
1 29462 68821
2 74600 84732
1 52451 75866
0 4493 64859
1 78228 4337
1 1909 35580
1 82784 30332
0 29937 86492
2 42973 5683
0 5531 69964
2 31579 2765
2 9397 31116
0 80653 40308
2 64800 84192
2 7345 19893
0 34023 69949
1 51553 61765
2 33670 81221
1 44966 14751
1 50200 24304
2 79751 44287
0 61771 63916
0 56476 66968
1 19429 13162
1 86813 21406
2 32138 89459
0 68615 56527
2 65126 59176
0 54865 47284
0 49608 18221
0 46480 86865
2 64686 613
1 6526 49579
1 915 49359
0 96420 53745
2 64070 64164
2 62709 8666
1 83325 16289
0 72005 39507
1 56790 54453
1 5537 48657
0 24874 48451
2 8094 44521
1 70712 86357
0 20135 17037
1 17882 35001
0 84550 83278
2 1287 72835
1 93571 86752
2 61781 63867
2 37044 39265
0 12381 3511
1 18002 26844
0 27110 11460
0 97941 25736
0 29565 15264
1 57886 16230
2 77594 93350
2 32708 77414
2 61930 15722
1 67372 45023
1 60324 25035
0 42036 96919
0 67697 14416
2 20558 56445
1 86658 29561
0 8603 96871
0 94185 10680
1 84615 18290
1 44355 96453
0 54199 54049
2 12120 89162
0 59767 14670
0 94718 59609
1 2557 52749
2 92935 96219
2 16003 20332
1 23764 54747
0 6195 69393
0 35714 99637
0 65679 71178
0 59031 63570
1 20387 25508
0 62768 22101
0 10831 16066
1 73003 45529
0 71172 93357
0 24294 74904
1 31519 58959
0 84654 90610
2 19374 51928
0 54695 85557
2 11973 85772
1 92547 66018
0 14587 69966
1 28608 12109
0 28515 68479
2 26768 11452
0 58176 61593
2 4862 99216
0 5368 73387
1 9429 77771
1 64708 73568
1 4248 63504
2 82845 7338
0 59202 75191
0 82987 47198
1 67403 43034
0 41743 22100
2 98160 26668
1 87616 96711
2 29898 65569
0 80137 50108
1 95477 66714
0 10260 71359
1 46051 1318
2 63080 84895
0 73966 13640
1 74060 24395
2 56884 86969
0 8879 62283
2 23989 48255
1 96737 30339
1 27982 6115
1 27595 27638
1 70068 41036
0 70781 8664
1 12260 85566
0 20296 1362
2 96334 85253
0 84120 84309
2 4464 19498
2 35159 45456
1 84611 37334
0 77557 27467
1 8851 89362
2 25794 26408
2 7495 27311
0 89297 11888
1 62700 21412
2 90234 14866
2 66379 88291
2 53142 629
2 27729 79329
0 70768 92927
1 39188 42665
2 89614 75293
2 48153 68207
0 20553 9159
0 91536 43561
0 82886 63931
2 16616 44580
0 43213 97786
2 41576 21953
1 50374 26671
2 31991 83976
2 81398 27718
1 10617 1042
0 60939 77546
1 8218 69479
2 39867 16435
0 15576 29192
0 92748 41777
2 81606 30617
0 10203 43622
2 49340 7415
2 19486 93422
0 94524 39771
1 84445 96184
1 18015 51551
0 36773 80333
1 16386 89930
1 21333 17338
2 14767 79907
1 87285 29203
2 66400 71081
0 27066 89856
1 20128 92330
1 29449 10516
1 46654 53682
1 57222 34995
1 19569 51605
0 57908 41058
1 6701 58678
2 40501 85569
1 58756 88052
0 98790 8143
1 55234 65354
0 40275 64249
0 23022 28915
2 23570 8224
1 21501 77858
1 51226 15201
1 49340 97091
1 87635 93037
2 56719 57740
0 69898 86062
0 12913 67843
2 49302 63289
0 18440 32632
0 44362 74621
1 57211 62031
0 86504 33358
0 71212 1140
1 54251 16299
2 61333 28886
1 23599 16684
2 4455 45071
1 54621 87564
2 22311 40417
1 3706 9801
1 29003 41360
0 37570 10869
2 6849 90429
2 75931 24501
1 24065 95694
1 80982 958
2 45062 48009
1 57839 56933
1 65300 14546
0 65169 39145
2 13952 70787
1 31683 29904
1 83048 51071
0 69650 67650
0 5535 69
2 76319 36089
1 74800 5875
0 88116 20154
2 26385 82593
0 32628 70506
1 62450 53065
2 44798 10681
2 64132 15657
2 68760 15325
0 22171 39108
0 5997 95741
0 21994 73246
2 74041 68439
2 70938 35585
2 14793 18704
0 88081 28480
2 59090 55580
0 13157 70947
2 66860 5066
2 34953 72642
1 61511 78604
0 14096 95257
0 15427 38538
1 8636 25864
0 71487 110
1 8063 17795
2 89385 26671
1 93326 38199
1 50512 93614
2 20368 77678
1 94506 52484
1 75521 475
1 5014 53519
0 39360 35679
1 20769 16991
1 2573 19222
0 75918 41846
1 93077 8472
1 54324 37015
2 34265 25217
0 69748 74914
2 53454 28969
0 89667 10103
0 55697 11096
1 60724 18676
0 19930 34494
2 47535 62687
0 38095 55907
0 14430 751
2 663 51764
1 33939 98498
2 34387 48845
2 35201 44425
2 90515 57236
2 7158 57414
0 52152 73745
0 13137 13732
0 97643 86337
2 51130 87698
2 55324 48336
0 61211 89578
2 32053 7221
1 4573 47838
1 18590 54081
1 48565 12334
1 63103 74544
1 50984 18857
2 46503 53478
2 99258 55907
1 31443 16589
2 91794 69288
0 48145 22399
0 65359 24058
0 2573 11179
0 84546 523
0 14883 15589
0 51674 87333
0 20771 74543
1 96752 97990
2 24362 312
1 65795 29893
1 65515 94158
1 93150 69041
0 48483 30817
2 97765 35275
1 30659 91364
0 95377 50090
2 39411 8096
1 53553 30993
2 84240 73910
2 25441 87668
0 9643 39014
1 94886 50338
1 3391 66050
1 37605 49050
2 1108 25687
0 84648 73991
1 91485 76625
0 5317 97325
2 57547 5504
0 34963 32260
1 9308 74344
1 69166 16993
2 51634 28518
0 42461 51767
2 52443 74550
1 64843 44244
0 41897 67807
2 11379 47171
0 19525 25136
1 66291 34839
1 60236 38732
2 69305 2104
1 18391 41748
1 69469 41959
0 66188 41676
0 28032 99456
1 49519 31357
2 82899 51748
0 23494 15408
2 70105 87046
2 61811 31514
1 76294 80222
2 34399 49236
1 50415 46553
0 76817 8345
1 51752 5373
1 23761 32777
2 72292 8427
1 16808 18249
1 53427 82899
1 53189 80842
2 93854 6304
1 36622 86503
2 82962 3273
2 55133 90012
0 13098 59979
2 69939 59955
1 3550 51051
0 15312 16832
1 8423 34468
1 84108 66936
2 91137 26915
1 17430 54840
2 28181 45614
1 57866 90222
1 56405 88212
1 78301 77616
0 37862 34796
1 14613 91617
0 57881 3888
0 68703 82994
0 3852 46388
1 99471 15387
0 39949 40797
1 80260 32738
0 55244 42230
2 67887 84857
1 47606 12502
1 98662 597
0 77677 63085
2 48412 6448
2 89858 72104
2 26230 33721
0 1991 51016
1 80183 86623
2 11388 82862
0 39345 93694
1 19650 87589
1 64795 89565
0 37587 82688
0 26658 23736
2 91443 87221
2 84891 6306
0 42642 74540
0 43710 10127
2 84937 24394
0 87722 48862
2 79644 9132
0 3273 88084
2 40020 10239
2 2474 63321
2 25620 48771
2 49108 39281
1 10187 67442
0 73401 19120
0 61689 54115
0 98094 21571
0 53300 95438
0 94911 74573
2 54472 86462
1 99440 98015
1 1958 73002
0 36876 69666
0 19203 45192
2 74134 87674
0 51373 4851
0 34358 78210
2 9044 63555
2 86767 859
2 48272 5133
1 35692 5583
1 77223 62377
1 84836 15887
2 7320 47463
2 50842 77927
2 39790 77765
0 34842 85393
0 9678 40013
0 95072 33627
0 87111 72749
0 65775 18593
1 18587 80742
2 41067 78670
0 17013 77352
2 5118 8055
0 8317 81315
2 75495 60860
0 10094 51491
2 60031 71142
1 24548 52415
1 28285 13676
0 89562 85144
0 4323 6310
2 73890 18973
2 72319 31415
2 51605 41244
0 94772 69209
2 71693 74365
1 13937 72266
2 35746 8444
1 84202 12740
0 94293 25382
2 57044 21868
1 87409 14039
2 33906 53355
0 22819 79240
2 8779 34197
2 82088 37651
1 15581 56147
2 30365 87246
0 83602 84674
0 30738 48245
1 37900 76709
0 75886 85467
2 74227 11581
0 87605 49894
1 32363 35152
2 79215 15773
0 10065 45248
2 8163 10290
0 60490 5060
2 17563 77659
1 94416 86911
0 23127 48795
1 27005 63151
1 90025 40179
0 85728 74252
2 47397 73979
0 35228 10502
2 20225 9981
1 42748 68924
0 38853 60474
0 22776 10594
2 78113 84841
1 53858 49952
1 48963 54900
1 66806 81901
1 25484 41608
2 3929 23394
1 49528 29690
1 46481 79353
2 6001 59758
1 53116 95945
2 39602 59476
1 99555 1362
1 82843 5694
1 58777 40288
0 13999 51572
1 43 6994
2 49795 78055
1 11687 91486
2 42274 79114
2 91877 52737
2 71514 56935
0 64357 61970
1 11549 77235
1 98345 13558
2 47180 68647
1 38698 73946
0 21264 56370
0 61575 60925
0 62261 42675
2 30764 94985
1 89294 44343
0 36901 24562
0 65458 86418
0 91724 4133
0 5018 75493
1 36772 58216
0 17457 9158
1 5360 38825
1 18944 971
0 67708 37394
1 22171 3447
0 1516 637
0 77224 97740
2 65354 71950
2 58770 2465
0 90485 68388
0 14716 61491
2 515 37733
2 3090 16380
1 32111 65170
2 55842 47827
2 18084 96857
2 90021 83313
2 29559 88050
2 49666 92408
2 90170 93669
1 22750 8183
2 33296 59417
0 63536 94774
2 36813 65847
2 4558 81114
1 80428 48483
1 13329 95558
1 62366 64596
0 32443 51443
0 94254 64956
1 94762 78947
1 92327 56316
2 18117 41699
1 29845 40440
0 23964 91340
0 2122 77008
2 67411 74162
2 54107 93129
1 55726 86702
2 59484 59899
0 43960 19289
0 89233 92933
1 15713 35221
2 11347 96289
2 27066 23022
0 71868 55257
1 49809 84274
0 57772 35114
0 22818 70927
1 50178 46819
1 49406 76978
0 5158 73486
2 57390 42943
0 2589 69301
0 37301 48132
2 87046 15491
1 77745 56654
2 42317 4855
1 51116 16297
2 97527 27203
2 64721 99100
1 27805 51041
2 64613 67885
1 78512 37617
2 8003 24625
0 29068 22766
2 88184 47069
1 42098 69866
0 9053 7213
1 29907 86470
0 58595 41642
2 76253 91970
0 50833 62552
1 61676 31015
0 30347 79766
2 74478 91622
1 13189 90435
2 6680 12500
2 68498 11977
2 98229 21619
0 44258 7576
1 32160 69847
2 97684 91994
0 95054 44340
2 3890 24317
1 97092 84797
1 78343 61141
0 1924 97141
0 21674 10741
1 59095 47143
1 30461 18519
2 26351 8483
2 34185 64953
2 92656 37740
0 57972 77598
0 3434 35884
0 46692 45319
0 67588 58982
2 25708 32672
1 79300 79365
0 94976 3200
0 83495 96053
0 13121 50588
2 57303 24216
2 48749 81383
2 15923 8019
1 53745 88868
0 68501 21676
2 19036 12241
2 38797 97903
2 25844 58250
1 15814 30632
2 28048 40391
1 49826 76673
2 37574 71195
1 70876 91773
0 2538 62198
1 96352 79914
2 37756 24836
1 55970 14822
0 59090 4965
0 7222 19431
0 56116 71041
0 68520 94390
2 23512 50537
1 78410 10131
0 48507 79795
1 63648 17151
1 12283 98242
1 22402 61407
0 12717 30833
2 48223 93091
2 52289 85227
2 82119 61581
0 65350 64512
0 14237 49961
1 34996 25064
2 54220 5558
0 29163 22484
1 18550 3362
2 89167 58174
2 60688 54905
2 69509 9871
2 84797 69507
2 58510 54239
0 89171 71378
0 43940 75513
0 46197 72924
0 4985 76397
1 20448 28303
2 35436 61838
1 83924 88975
1 94505 87436
2 47227 62763
0 77821 41586
0 90904 23604
2 14501 27463
1 49687 19993
0 17605 78553
1 61698 6544
2 89176 63141
2 5282 75137
1 83460 93887
1 58125 45592
2 70711 63839
2 98517 94064
2 85476 2913
0 43909 23063
2 35694 38858
2 13747 48327
2 45022 62697
1 67596 57760
0 80977 19793
0 60898 13667
2 65298 85317
0 95786 34901
1 91975 27685
2 15417 61425
2 37596 32553
0 75350 25158
2 83520 13925
0 86574 72342
2 37859 75164
0 14204 40698
0 10103 41846
2 70523 23208
2 30761 61479
0 27786 73638
1 60470 39758
0 64567 9479
0 40677 34772
2 57204 78978
0 4255 84960
2 90930 7048
1 51646 10455
1 45477 21695
2 21877 69738
0 39369 12052
2 17939 11405
0 15855 17081
1 64418 16227
1 11904 74921
0 31576 53166
0 60241 52343
2 63649 53836
0 50198 53642
0 77140 83534
0 74090 37689
2 92360 81177
0 9397 44717
2 36083 26310
2 16029 63144
0 16560 99563
2 22389 31214
0 51893 26856
1 23738 10084
2 44975 54232
0 77702 55396
2 19271 39766
1 86961 77481
1 2564 48181
1 86295 28021
2 78987 35070
1 5400 71181
1 76027 70040
2 50859 99471
1 98036 60000
2 83929 29658
0 58607 46917
1 34131 86281
2 73409 95542
0 21502 12744
2 24278 8280
1 32798 8189
0 18027 91772
1 66156 42363
1 75859 55678
2 47182 17028
2 97850 20507
0 60029 37769
2 24372 13476
2 68968 35555
1 50235 40515
0 90316 14257
0 14055 30209
1 90063 64655
0 19396 63232
1 19560 35033
1 8658 28852
1 71304 58516
0 60397 25270
0 47100 64847
0 16014 52006
0 74814 67614
2 51630 3889
2 5898 29268
2 82149 37029
1 65458 99147
1 56662 64416
2 96895 55517
0 39352 12894
2 19562 30290
2 72222 81355
1 2337 40744
2 63523 27033
0 68111 35997
1 26033 8343
0 7977 98683
0 36840 81056
1 61168 17556
0 40046 46805
1 76250 81438
1 5899 55512
2 51089 88613
0 60220 4870
2 9735 94344
2 19668 4048
2 97237 69136
2 52029 99402
1 65418 67622
0 44352 7770
2 89094 17569
2 61014 47384
1 3270 76932
2 19400 19734
0 50549 83956
0 76641 72712
1 17216 34226
2 52358 44033
0 23165 4644
0 72599 72245
0 4868 76609
1 96437 55335
1 2347 11729
0 7799 33606
1 84247 81934
0 85631 32443
0 9918 54247
1 58125 66792
2 12318 91796
0 58458 18832
0 41897 7093
2 77312 89198
2 15184 46306
2 90167 96985
1 49354 74876
0 26068 19521
0 80427 37936
1 54760 32034
2 71760 7803
2 63737 63007
0 20771 52994
1 57698 90213
1 68548 32468
2 51792 52602
2 31775 12442
0 46292 94627
0 8602 76389
1 22045 53363
2 77607 80338
0 94814 29494
0 15159 18010
1 28467 28643
1 37688 14342
1 81391 45914
1 7832 35859
1 1149 97752
1 6164 61017
0 7221 38495
1 13065 29386
0 21702 61579
0 39357 49511
2 59977 49068
2 54201 58202
0 7738 48820
0 47619 87448
0 70446 60879
0 75708 87334
1 67762 71093
2 46179 94477
0 65053 87050
2 33366 66996
0 71084 71899
1 95409 49626
1 16030 56068
0 45620 52026
0 38498 4011
0 19573 84472
2 17252 44951
1 9836 29601
1 61876 70743
0 15944 61376
1 34621 35028
1 90898 71290
1 80895 11694
0 29090 52835
1 47646 15121
0 46638 71981
2 55239 19786
0 87854 16590
1 46564 44188
1 62881 49534
0 79064 88609
2 10936 69219
0 18386 15613
0 46794 86749
0 42798 24018
2 22975 28499
0 8594 29803
1 25988 86082
0 62196 89773
2 19345 99257
1 4846 84043
1 10465 31012
1 94694 15885
0 37368 42494
1 69908 58154
0 17547 22512
2 93053 12778
0 3287 86804
0 79836 70734
1 9140 18802
2 42047 91797
1 69007 30340
0 23945 9740
2 61840 71490
2 48710 31533
0 64303 93701
1 60775 93572
1 26966 81743
2 59446 87159
1 22819 1697
0 88678 18115
0 85820 64341
0 22487 88231
2 68884 99569
0 13493 50552
1 85859 36256
2 89638 55876
1 70892 56861
1 21246 49617
1 99397 13504
2 99714 62441
0 40458 34124
1 14124 65132
0 82200 32632
0 53444 87433
1 30981 21663
0 66779 19018
1 54376 87929
2 64161 32251
2 30236 46977
1 24908 13862
0 37435 46073
2 29350 16539
0 3533 23210
2 45711 54507
1 382 90587
0 92655 51231
0 67576 62083
1 85721 58137
2 21271 93640
1 68906 105
2 83435 34405
2 66683 2598
1 89057 63850
1 615 17159
1 74409 90293
2 58566 78036
0 61638 74093
2 73794 29007
0 91743 36766
1 51917 41476
0 14522 25560
0 28416 58996
2 63880 51162
2 32161 12592
1 48062 95901
1 21607 69065
1 1543 13115
0 11617 83321
1 13073 46100
2 47367 31932
0 36826 7051
0 82880 50707
2 61063 47897
0 89871 46619
1 6523 1621
2 17663 95757
1 16818 16989
0 11023 95228
1 25983 39735
0 88024 60333
0 79186 86175
2 96950 82435
0 25198 23164
2 61206 67596
0 47636 4056
1 76355 18802
2 6023 38217
0 48850 24459
1 62749 34480
2 28763 81296
0 54189 23314
1 22272 42733
0 64433 49166
0 52055 60989
1 38652 55239
0 28377 17008
1 69825 39646
2 66004 79031
2 29208 99682
1 89753 94356
1 76407 78750
1 11877 23282
1 82927 62669
0 35350 23160
0 27308 14051
2 68044 34146
0 73138 53463
0 75888 53038
2 6937 29518
0 18514 36232
0 43452 65192
1 63548 77169
0 96940 88101
1 10064 21613
2 28744 79864
1 96105 83974
1 96983 74660
1 46508 13960
1 77357 48963
0 86382 91995
0 81713 21247
0 15322 89117
0 55726 90114
1 43577 99328
1 89399 71270
2 4762 66577
1 77734 137
0 71656 25361
1 70805 14355
1 15570 87528
0 22524 52324
0 53280 86001
0 63002 31375
2 40460 81884
1 68112 51653
2 91983 50660
1 57374 37766
0 32381 23890
1 94430 60149
0 9060 58845
2 90242 30446
1 99715 90620
2 12731 88156
1 26015 62841
0 57449 91368
2 13750 22545
0 24897 42639
1 9705 91099
1 84537 39299
2 21600 79473
1 90568 6526
1 13539 59686
2 87999 10884
2 46006 81452
2 10121 92067
1 19799 4165
1 94279 20136
2 38158 56327
1 79840 85351
0 30220 84333
1 982 7500
0 39924 55625
0 75408 61691
0 84336 45033
0 11335 12368
1 49771 55617
0 94217 79368
1 76382 36977
0 77960 14632
0 53591 90398
1 6362 56706
2 26286 34480
2 37602 12250
2 88849 12239
0 74017 27330
0 29904 88773
0 9914 82263
2 76424 92998
0 72813 11957
0 46807 94389
2 7211 3480
1 82219 44104
2 48455 25816
0 77501 77908
1 20327 56409
1 12489 1510
0 31004 55864
1 21749 25392
0 80437 55488
0 13776 85199
2 92888 1744
0 8617 77485
1 40799 97915
2 94808 65869
1 45693 81201
2 54219 37745
0 15516 8165
2 77057 25360
2 33914 92472
2 32321 3085
0 16591 70146
0 18788 88840
2 85282 53480
2 77304 30390
0 1113 73890
0 24967 77237
1 22761 4575
1 10333 62131
2 6722 83672
1 97659 83966
1 74441 64190
1 77374 64074
2 39496 47741
0 42058 34982
0 79057 57266
0 98599 61120
1 44280 79630
0 33087 90771
0 37310 62862
0 288 52539
0 45237 59267
2 31525 5633
0 83795 88092
2 67247 58530
1 16510 12929
1 1133 2481
0 7450 31831
0 72456 80389
1 6400 20813
2 67379 86295
2 49208 76509
2 52742 76529
0 80450 17805
2 10122 65553
1 18197 64111
1 94381 1807
1 93679 73889
0 40747 89031
0 68048 95831
0 69777 23280
0 67020 53578
0 44431 67720
1 61626 15985
0 960 29743
1 23343 64703
1 30595 77470
1 28354 19062
1 16886 50385
0 418 26498
0 38680 6575
1 99214 29091
2 91748 62590
1 89056 39317
2 10358 66860
2 12903 61790
2 69829 7760
2 81190 23806
2 41313 37670
1 97319 7489
1 76117 11348
1 92597 31944
0 77974 89988
1 45755 39535
2 94718 698
2 34104 37581
0 27852 87533
1 7695 50910
0 79737 48949
1 15696 33961
1 86343 7260
0 52081 44397
2 14771 19032
2 69113 35171
2 12953 20338
2 75209 87587
1 13186 84009
0 31076 11349
1 25671 86642
1 64999 76281
2 69707 14257
1 86141 44315
1 74372 4740
0 75375 29815
2 50081 5357
1 40763 92441
2 87594 80456
1 66660 61450
0 56727 49272
2 36347 90630
2 97624 87873
2 58345 28267
0 44848 43905
0 24993 11854
1 80128 10195
1 35238 84347
0 49945 51538
0 82888 35736
1 63161 46128
0 17723 36634
0 141 58782
1 57605 96584
0 22752 29819
0 84517 98861
0 10227 94819
0 90553 50865
2 17380 83603
2 88743 36207
1 52839 35061
0 34430 58028
2 97881 6576
2 58672 723
2 82564 59510
2 66454 66463
1 93432 48640
2 39922 6420
0 95009 24267
2 66785 66641
1 95595 44318
1 98680 84271
1 4476 26915
2 14306 11232
0 43019 86859
0 16307 71405
1 61932 74631
2 40721 68025
0 66087 60511
0 61599 67254
2 60703 13723
0 65841 65637
0 39960 37767
0 9277 71773
0 77103 17801
2 60409 79160
0 41881 68974
2 51320 91157
1 21097 42954
2 65952 2496
1 41358 57698
2 59401 4369
2 15077 30045
0 57091 39361
0 95097 62025
1 71531 90010
1 62148 15347
1 26982 89593
0 74948 45544
2 76461 29612
2 98286 29208
1 24402 32808
2 55319 71247
2 86718 96003
1 10637 28734
1 12552 75291
1 35798 26043
0 25052 92828
2 72495 46339
0 93318 45407
1 18612 43743
